tax_transaction_id,order_id,transaction_date,destination_country,tax_type,taxable_amount,tax_rate,tax_amount,currency
DUTY-ORD-1381,ORD-1381,2024-11-05,UK,DUTY,78.38,0.12,9.41,GBP
TAX-ORD-1382,ORD-1382,2024-12-29,UK,VAT,91.04,0.2,18.21,GBP
DUTY-ORD-1382,ORD-1382,2024-12-29,UK,DUTY,91.04,0.12,10.92,GBP
TAX-ORD-1383,ORD-1383,2024-10-17,CA,VAT,250.28,0.13,32.54,CAD
DUTY-ORD-1383,ORD-1383,2024-10-17,CA,DUTY,250.28,0.08,20.02,CAD
TAX-ORD-1384,ORD-1384,2024-11-24,UK,VAT,153.03,0.2,30.61,GBP
TAX-ORD-1385,ORD-1385,2024-11-10,US,VAT,200.0,0.08,16.0,USD
TAX-ORD-1386,ORD-1386,2024-10-09,US,VAT,274.01,0.08,21.92,USD
TAX-ORD-1387,ORD-1387,2024-10-20,CA,VAT,224.16,0.13,29.14,CAD
TAX-ORD-1388,ORD-1388,2024-10-16,UK,VAT,410.94,0.2,82.19,GBP
DUTY-ORD-1388,ORD-1388,2024-10-16,UK,DUTY,410.94,0.08,32.88,GBP
TAX-ORD-1389,ORD-1389,2024-12-22,CA,VAT,272.0,0.13,35.36,CAD
DUTY-ORD-1389,ORD-1389,2024-12-22,CA,DUTY,272.0,0.05,13.6,CAD
TAX-ORD-1390,ORD-1390,2024-12-24,US,VAT,290.81,0.08,23.26,USD
TAX-ORD-1391,ORD-1391,2024-10-07,DE,VAT,126.16,0.19,23.97,EUR
DUTY-ORD-1391,ORD-1391,2024-10-07,DE,DUTY,126.16,0.12,15.14,EUR
TAX-ORD-1392,ORD-1392,2024-12-16,FR,VAT,47.12,0.2,9.42,EUR
DUTY-ORD-1392,ORD-1392,2024-12-16,FR,DUTY,47.12,0.05,2.36,EUR
TAX-ORD-1393,ORD-1393,2024-12-12,CA,VAT,102.2,0.13,13.29,CAD
DUTY-ORD-1393,ORD-1393,2024-12-12,CA,DUTY,102.2,0.08,8.18,CAD
TAX-ORD-1394,ORD-1394,2024-10-03,US,VAT,147.08,0.08,11.77,USD
TAX-ORD-1395,ORD-1395,2024-11-06,CA,VAT,189.55,0.13,24.64,CAD
DUTY-ORD-1395,ORD-1395,2024-11-06,CA,DUTY,189.55,0.05,9.48,CAD
TAX-ORD-1396,ORD-1396,2024-12-18,US,VAT,77.0,0.08,6.16,USD
TAX-ORD-1397,ORD-1397,2024-11-11,CA,VAT,425.54,0.13,55.32,CAD
DUTY-ORD-1397,ORD-1397,2024-11-11,CA,DUTY,425.54,0.05,21.28,CAD
TAX-ORD-1398,ORD-1398,2024-10-31,US,VAT,196.42000000000002,0.08,15.71,USD
TAX-ORD-1399,ORD-1399,2024-12-25,AU,VAT,93.37,0.1,9.34,AUD
DUTY-ORD-1399,ORD-1399,2024-12-25,AU,DUTY,93.37,0.08,7.47,AUD
TAX-ORD-1400,ORD-1400,2024-11-14,DE,VAT,336.90999999999997,0.19,64.01,EUR
DUTY-ORD-1400,ORD-1400,2024-11-14,DE,DUTY,336.90999999999997,0.12,40.43,EUR
TAX-ORD-1401,ORD-1401,2024-11-04,US,VAT,386.71,0.08,30.94,USD
TAX-ORD-1402,ORD-1402,2024-10-09,JP,VAT,265.90999999999997,0.1,26.59,JPY
DUTY-ORD-1402,ORD-1402,2024-10-09,JP,DUTY,265.90999999999997,0.05,13.3,JPY
TAX-ORD-1403,ORD-1403,2024-12-03,US,VAT,120.79,0.08,9.66,USD
TAX-ORD-1404,ORD-1404,2024-10-15,CA,VAT,69.82,0.13,9.08,CAD
TAX-ORD-1405,ORD-1405,2024-11-19,US,VAT,482.15,0.08,38.57,USD
TAX-ORD-1406,ORD-1406,2024-12-23,UK,VAT,201.72,0.2,40.34,GBP
DUTY-ORD-1406,ORD-1406,2024-12-23,UK,DUTY,201.72,0.05,10.09,GBP
TAX-ORD-1408,ORD-1408,2024-11-21,UK,VAT,150.48,0.2,30.1,GBP
DUTY-ORD-1408,ORD-1408,2024-11-21,UK,DUTY,150.48,0.05,7.52,GBP
TAX-ORD-1409,ORD-1409,2024-10-02,US,VAT,362.72999999999996,0.08,29.02,USD
TAX-ORD-1410,ORD-1410,2024-12-03,DE,VAT,341.65000000000003,0.19,64.91,EUR
TAX-ORD-1411,ORD-1411,2024-10-04,UK,VAT,427.81,0.2,85.56,GBP
DUTY-ORD-1411,ORD-1411,2024-10-04,UK,DUTY,427.81,0.12,51.34,GBP
TAX-ORD-1412,ORD-1412,2024-12-24,AU,VAT,169.54,0.1,16.95,AUD
TAX-ORD-1413,ORD-1413,2024-12-02,JP,VAT,96.96,0.1,9.7,JPY
DUTY-ORD-1413,ORD-1413,2024-12-02,JP,DUTY,96.96,0.12,11.64,JPY
TAX-ORD-1414,ORD-1414,2024-12-06,FR,VAT,256.31,0.2,51.26,EUR
DUTY-ORD-1414,ORD-1414,2024-12-06,FR,DUTY,256.31,0.08,20.5,EUR
TAX-ORD-1415,ORD-1415,2024-12-21,US,VAT,244.42,0.08,19.55,USD
TAX-ORD-1416,ORD-1416,2024-11-07,UK,VAT,348.81,0.2,69.76,GBP
DUTY-ORD-1416,ORD-1416,2024-11-07,UK,DUTY,348.81,0.08,27.9,GBP
TAX-ORD-1417,ORD-1417,2024-10-10,US,VAT,396.57,0.08,31.73,USD
TAX-ORD-1418,ORD-1418,2024-11-29,US,VAT,190.10999999999999,0.08,15.21,USD
TAX-ORD-1419,ORD-1419,2024-10-16,DE,VAT,186.9,0.19,35.51,EUR
DUTY-ORD-1419,ORD-1419,2024-10-16,DE,DUTY,186.9,0.05,9.35,EUR
TAX-ORD-1420,ORD-1420,2024-10-19,US,VAT,210.08,0.08,16.81,USD
TAX-ORD-1421,ORD-1421,2024-10-23,UK,VAT,228.14000000000001,0.2,45.63,GBP
DUTY-ORD-1421,ORD-1421,2024-10-23,UK,DUTY,228.14000000000001,0.05,11.41,GBP
TAX-ORD-1422,ORD-1422,2024-10-18,US,VAT,361.29,0.08,28.9,USD
TAX-ORD-1423,ORD-1423,2024-11-17,JP,VAT,74.64999999999999,0.1,7.46,JPY
DUTY-ORD-1423,ORD-1423,2024-11-17,JP,DUTY,74.64999999999999,0.08,5.97,JPY
TAX-ORD-1424,ORD-1424,2024-10-09,CA,VAT,414.18,0.13,53.84,CAD
TAX-ORD-1425,ORD-1425,2024-11-12,JP,VAT,58.230000000000004,0.1,5.82,JPY
DUTY-ORD-1425,ORD-1425,2024-11-12,JP,DUTY,58.230000000000004,0.08,4.66,JPY
TAX-ORD-1426,ORD-1426,2024-10-04,UK,VAT,188.34,0.2,37.67,GBP
DUTY-ORD-1426,ORD-1426,2024-10-04,UK,DUTY,188.34,0.12,22.6,GBP
TAX-ORD-1427,ORD-1427,2024-10-20,CA,VAT,136.51,0.13,17.75,CAD
DUTY-ORD-1427,ORD-1427,2024-10-20,CA,DUTY,136.51,0.05,6.83,CAD
TAX-ORD-1428,ORD-1428,2024-12-01,US,VAT,100.58000000000001,0.08,8.05,USD
TAX-ORD-1429,ORD-1429,2024-11-01,DE,VAT,326.14,0.19,61.97,EUR
TAX-ORD-1430,ORD-1430,2024-12-09,UK,VAT,258.86,0.2,51.77,GBP
DUTY-ORD-1430,ORD-1430,2024-12-09,UK,DUTY,258.86,0.05,12.94,GBP
TAX-ORD-1432,ORD-1432,2024-12-07,CA,VAT,139.27,0.13,18.11,CAD
DUTY-ORD-1432,ORD-1432,2024-12-07,CA,DUTY,139.27,0.08,11.14,CAD
TAX-ORD-1434,ORD-1434,2024-11-19,DE,VAT,387.31,0.19,73.59,EUR
TAX-ORD-1435,ORD-1435,2024-12-29,CA,VAT,311.57,0.13,40.5,CAD
DUTY-ORD-1435,ORD-1435,2024-12-29,CA,DUTY,311.57,0.08,24.93,CAD
TAX-ORD-1436,ORD-1436,2024-12-12,DE,VAT,331.74,0.19,63.03,EUR
DUTY-ORD-1436,ORD-1436,2024-12-12,DE,DUTY,331.74,0.12,39.81,EUR
TAX-ORD-1437,ORD-1437,2024-10-05,US,VAT,118.77000000000001,0.08,9.5,USD
TAX-ORD-1438,ORD-1438,2024-10-26,UK,VAT,110.38000000000001,0.2,22.08,GBP
DUTY-ORD-1438,ORD-1438,2024-10-26,UK,DUTY,110.38000000000001,0.08,8.83,GBP
TAX-ORD-1439,ORD-1439,2024-10-19,DE,VAT,437.3,0.19,83.09,EUR
TAX-ORD-1440,ORD-1440,2024-11-20,UK,VAT,175.64999999999998,0.2,35.13,GBP
DUTY-ORD-1440,ORD-1440,2024-11-20,UK,DUTY,175.64999999999998,0.08,14.05,GBP
TAX-ORD-1441,ORD-1441,2024-12-21,CA,VAT,109.12999999999998,0.13,14.19,CAD
DUTY-ORD-1441,ORD-1441,2024-12-21,CA,DUTY,109.12999999999998,0.05,5.46,CAD
TAX-ORD-1442,ORD-1442,2024-10-23,AU,VAT,164.28,0.1,16.43,AUD
DUTY-ORD-1442,ORD-1442,2024-10-23,AU,DUTY,164.28,0.05,8.21,AUD
TAX-ORD-1443,ORD-1443,2024-12-13,JP,VAT,484.33,0.1,48.43,JPY
TAX-ORD-1444,ORD-1444,2024-12-18,CA,VAT,424.36,0.13,55.17,CAD
DUTY-ORD-1444,ORD-1444,2024-12-18,CA,DUTY,424.36,0.05,21.22,CAD
TAX-ORD-1445,ORD-1445,2024-11-14,US,VAT,448.39,0.08,35.87,USD
TAX-ORD-1446,ORD-1446,2024-11-12,US,VAT,162.29,0.08,12.98,USD
TAX-ORD-1447,ORD-1447,2024-10-01,UK,VAT,214.96,0.2,42.99,GBP
DUTY-ORD-1447,ORD-1447,2024-10-01,UK,DUTY,214.96,0.12,25.8,GBP
TAX-ORD-1448,ORD-1448,2024-11-18,UK,VAT,380.65999999999997,0.2,76.13,GBP
DUTY-ORD-1448,ORD-1448,2024-11-18,UK,DUTY,380.65999999999997,0.12,45.68,GBP
TAX-ORD-1449,ORD-1449,2024-10-05,UK,VAT,478.25,0.2,95.65,GBP
TAX-ORD-1451,ORD-1451,2024-12-01,UK,VAT,275.31,0.2,55.06,GBP
DUTY-ORD-1451,ORD-1451,2024-12-01,UK,DUTY,275.31,0.08,22.02,GBP
TAX-ORD-1452,ORD-1452,2024-10-27,UK,VAT,254.45000000000002,0.2,50.89,GBP
DUTY-ORD-1452,ORD-1452,2024-10-27,UK,DUTY,254.45000000000002,0.05,12.72,GBP
TAX-ORD-1453,ORD-1453,2024-10-13,CA,VAT,385.14,0.13,50.07,CAD
DUTY-ORD-1453,ORD-1453,2024-10-13,CA,DUTY,385.14,0.05,19.26,CAD
TAX-ORD-1454,ORD-1454,2024-10-12,AU,VAT,288.09000000000003,0.1,28.81,AUD
DUTY-ORD-1454,ORD-1454,2024-10-12,AU,DUTY,288.09000000000003,0.08,23.05,AUD
TAX-ORD-1455,ORD-1455,2024-12-21,US,VAT,365.25,0.08,29.22,USD
TAX-ORD-1456,ORD-1456,2024-12-24,CA,VAT,190.73,0.13,24.79,CAD
DUTY-ORD-1456,ORD-1456,2024-12-24,CA,DUTY,190.73,0.08,15.26,CAD
TAX-ORD-1457,ORD-1457,2024-11-27,UK,VAT,143.25,0.2,28.65,GBP
DUTY-ORD-1457,ORD-1457,2024-11-27,UK,DUTY,143.25,0.08,11.46,GBP
TAX-ORD-1458,ORD-1458,2024-12-29,US,VAT,163.77,0.08,13.1,USD
TAX-ORD-1459,ORD-1459,2024-12-10,UK,VAT,228.13000000000002,0.2,45.63,GBP
DUTY-ORD-1459,ORD-1459,2024-12-10,UK,DUTY,228.13000000000002,0.08,18.25,GBP
TAX-ORD-1460,ORD-1460,2024-11-08,FR,VAT,334.3,0.2,66.86,EUR
DUTY-ORD-1460,ORD-1460,2024-11-08,FR,DUTY,334.3,0.05,16.71,EUR
TAX-ORD-1461,ORD-1461,2024-10-23,US,VAT,130.81,0.08,10.46,USD
TAX-ORD-1462,ORD-1462,2024-12-27,JP,VAT,282.40999999999997,0.1,28.24,JPY
DUTY-ORD-1462,ORD-1462,2024-12-27,JP,DUTY,282.40999999999997,0.12,33.89,JPY
TAX-ORD-1463,ORD-1463,2024-10-09,CA,VAT,253.66000000000003,0.13,32.98,CAD
TAX-ORD-1464,ORD-1464,2024-10-02,CA,VAT,228.11999999999998,0.13,29.66,CAD
TAX-ORD-1465,ORD-1465,2024-12-12,DE,VAT,472.84,0.19,89.84,EUR
DUTY-ORD-1465,ORD-1465,2024-12-12,DE,DUTY,472.84,0.08,37.83,EUR
TAX-ORD-1466,ORD-1466,2024-11-06,FR,VAT,378.29,0.2,75.66,EUR
DUTY-ORD-1466,ORD-1466,2024-11-06,FR,DUTY,378.29,0.12,45.39,EUR
TAX-ORD-1467,ORD-1467,2024-12-17,US,VAT,185.07,0.08,14.81,USD
TAX-ORD-1468,ORD-1468,2024-11-12,US,VAT,224.27000000000004,0.08,17.94,USD
TAX-ORD-1469,ORD-1469,2024-11-08,DE,VAT,436.21,0.19,82.88,EUR
DUTY-ORD-1469,ORD-1469,2024-11-08,DE,DUTY,436.21,0.05,21.81,EUR
TAX-ORD-1470,ORD-1470,2024-11-08,UK,VAT,358.38,0.2,71.68,GBP
DUTY-ORD-1470,ORD-1470,2024-11-08,UK,DUTY,358.38,0.05,17.92,GBP
TAX-ORD-1471,ORD-1471,2024-10-12,US,VAT,336.63,0.08,26.93,USD
TAX-ORD-1472,ORD-1472,2024-10-08,US,VAT,152.01,0.08,12.16,USD
TAX-ORD-1473,ORD-1473,2024-12-12,US,VAT,424.82,0.08,33.99,USD
TAX-ORD-1474,ORD-1474,2024-11-16,US,VAT,336.46,0.08,26.92,USD
TAX-ORD-1475,ORD-1475,2024-10-04,UK,VAT,200.6,0.2,40.12,GBP
TAX-ORD-1476,ORD-1476,2024-10-21,US,VAT,423.89,0.08,33.91,USD
TAX-ORD-1477,ORD-1477,2024-10-21,DE,VAT,131.8,0.19,25.04,EUR
DUTY-ORD-1477,ORD-1477,2024-10-21,DE,DUTY,131.8,0.08,10.54,EUR
TAX-ORD-1478,ORD-1478,2024-11-04,CA,VAT,439.08,0.13,57.08,CAD
DUTY-ORD-1478,ORD-1478,2024-11-04,CA,DUTY,439.08,0.12,52.69,CAD
TAX-ORD-1479,ORD-1479,2024-10-23,US,VAT,139.04000000000002,0.08,11.12,USD
TAX-ORD-1480,ORD-1480,2024-11-05,UK,VAT,175.88,0.2,35.18,GBP
TAX-ORD-1481,ORD-1481,2024-12-06,UK,VAT,81.63000000000001,0.2,16.33,GBP
DUTY-ORD-1481,ORD-1481,2024-12-06,UK,DUTY,81.63000000000001,0.12,9.8,GBP
TAX-ORD-1482,ORD-1482,2024-11-06,US,VAT,66.92,0.08,5.35,USD
TAX-ORD-1483,ORD-1483,2024-11-03,JP,VAT,308.84000000000003,0.1,30.88,JPY
DUTY-ORD-1483,ORD-1483,2024-11-03,JP,DUTY,308.84000000000003,0.08,24.71,JPY
TAX-ORD-1484,ORD-1484,2024-10-08,DE,VAT,272.01,0.19,51.68,EUR
DUTY-ORD-1484,ORD-1484,2024-10-08,DE,DUTY,272.01,0.08,21.76,EUR
TAX-ORD-1485,ORD-1485,2024-12-23,US,VAT,366.49,0.08,29.32,USD
TAX-ORD-1486,ORD-1486,2024-12-13,UK,VAT,296.82,0.2,59.36,GBP
TAX-ORD-1487,ORD-1487,2024-12-04,US,VAT,311.34000000000003,0.08,24.91,USD
TAX-ORD-1488,ORD-1488,2024-11-03,CA,VAT,391.58000000000004,0.13,50.91,CAD
DUTY-ORD-1488,ORD-1488,2024-11-03,CA,DUTY,391.58000000000004,0.08,31.33,CAD
TAX-ORD-1489,ORD-1489,2024-10-29,UK,VAT,343.94,0.2,68.79,GBP
DUTY-ORD-1489,ORD-1489,2024-10-29,UK,DUTY,343.94,0.12,41.27,GBP
TAX-ORD-1490,ORD-1490,2024-11-29,UK,VAT,439.88,0.2,87.98,GBP
DUTY-ORD-1490,ORD-1490,2024-11-29,UK,DUTY,439.88,0.12,52.79,GBP
TAX-ORD-1491,ORD-1491,2024-10-16,UK,VAT,184.26,0.2,36.85,GBP
TAX-ORD-1492,ORD-1492,2024-10-26,JP,VAT,361.41999999999996,0.1,36.14,JPY
DUTY-ORD-1492,ORD-1492,2024-10-26,JP,DUTY,361.41999999999996,0.08,28.91,JPY
TAX-ORD-1493,ORD-1493,2024-10-24,UK,VAT,300.56,0.2,60.11,GBP
DUTY-ORD-1493,ORD-1493,2024-10-24,UK,DUTY,300.56,0.05,15.03,GBP
TAX-ORD-1494,ORD-1494,2024-11-27,DE,VAT,113.28,0.19,21.52,EUR
DUTY-ORD-1494,ORD-1494,2024-11-27,DE,DUTY,113.28,0.08,9.06,EUR
TAX-ORD-1495,ORD-1495,2024-10-12,UK,VAT,194.57999999999998,0.2,38.92,GBP
TAX-ORD-1496,ORD-1496,2024-10-05,AU,VAT,405.9,0.1,40.59,AUD
TAX-ORD-1497,ORD-1497,2024-10-03,CA,VAT,137.67,0.13,17.9,CAD
DUTY-ORD-1497,ORD-1497,2024-10-03,CA,DUTY,137.67,0.05,6.88,CAD
TAX-ORD-1498,ORD-1498,2024-12-04,US,VAT,357.62,0.08,28.61,USD
TAX-ORD-1499,ORD-1499,2024-12-06,UK,VAT,404.63,0.2,80.93,GBP
